text,label,timestamp
I feel completely hopeless. I've been feeling this way for months now. I just want the pain to stop.,1,2024-09-10 15:00:08
I feel completely hopeless. I don't see any future for myself. I just want the pain to stop.,1,2025-05-03 21:15:57
I can’t tell if I’m just tired or something more. I don’t want to worry anyone.,0,2025-07-30 11:18:48
I can’t tell if I’m just tired or something more. I feel like I’m stuck in a loop.,0,2025-02-18 01:45:15
I can’t tell if I’m just tired or something more. I wish I knew what to do.,0,2024-10-02 06:53:43
"Some days I feel like giving up, other days I feel hopeful. Maybe I just need some rest.",1,2024-08-16 13:11:52
"Sometimes things feel okay, sometimes they don’t. I hope it gets better, but I’m not sure.",0,2025-06-25 16:50:50
"Some days I feel like giving up, other days I feel hopeful. I’m doing what I can, even if it’s not much.",1,2024-09-12 07:37:02
Sometimes I feel like no one understands me. I've been journaling to process my feelings. But I know that's not really true.,0,2024-10-24 19:21:43
I hate myself so much. I don't see any future for myself. I don't deserve to live.,1,2025-06-01 02:35:03
My mood has been up and down. I've been more open with my family about my feelings. I'm trying to identify my triggers.,0,2025-06-02 04:57:03
I'm a burden to everyone around me. My depression has never been this bad before. They'd be better off without me.,1,2025-07-31 05:14:56
"I've been planning how to kill myself. I can't sleep, I can't eat, I can't function. I don't see any other way out.",1,2024-09-19 15:34:15
I'm worried about my upcoming exam. I've been more open with my family about my feelings. I'm studying hard but still feel nervous.,0,2024-10-21 18:49:56
I’ve been struggling to make sense of my feelings. Maybe I just need some rest.,0,2024-11-13 01:22:33
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I've lost my job and have no purpose anymore.,1,2024-09-13 19:59:58
I keep overthinking everything. I haven’t talked to anyone about it yet. It’s exhausting.,1,2025-03-18 06:01:30
I had an anxiety attack yesterday. I've been exercising more to help with my mood. Breathing exercises helped me through it.,0,2025-05-29 10:10:22
I’ve been isolating myself lately. I wish I knew what to do. It’s just easier.,1,2024-08-31 14:40:13
I hate myself so much. I've tried medication but nothing helps. I don't deserve to live.,1,2024-09-20 21:06:09
I hate myself so much. I've been having vivid thoughts about death. I don't deserve to live.,1,2024-08-29 07:22:18
I feel like I’m on autopilot. I feel like I’m stuck in a loop.,0,2024-10-06 06:07:48
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. No one understands what I'm going through.,1,2025-03-02 14:18:59
I've been cutting myself again. I'm completely alone in this world. The physical pain distracts from the emotional torture.,1,2024-09-14 01:00:23
I'm a burden to everyone around me. My family would be better off without me. They'd be better off without me.,1,2025-04-14 05:11:58
I've written my goodbye note. I don't see any future for myself. I'm just waiting for the right moment.,1,2025-03-02 17:56:59
"Some days I feel like giving up, other days I feel hopeful. I haven’t talked to anyone about it yet.",1,2024-09-15 00:58:28
"There’s a heaviness I can’t explain. I hope it gets better, but I’m not sure.",1,2025-01-31 03:06:25
Work has been stressful this week. I'm learning to set better boundaries. I need to find better coping mechanisms.,0,2024-10-26 15:42:20
I’ve been isolating myself lately. I’m not sure if I need help or not. It’s just easier.,1,2025-03-08 08:25:49
I had an anxiety attack yesterday. I've been more open with my family about my feelings. Breathing exercises helped me through it.,0,2024-10-12 23:34:10
I keep overthinking everything. I haven’t talked to anyone about it yet. It’s exhausting.,0,2024-11-30 05:30:30
I keep overthinking everything. I feel like I’m stuck in a loop. It’s exhausting.,0,2025-03-12 05:16:35
My mood has been up and down. I know this is temporary and will pass. I'm trying to identify my triggers.,0,2025-04-15 01:18:35
My mood has been up and down. I'm trying new hobbies to distract myself positively. I'm trying to identify my triggers.,0,2025-05-21 22:31:05
I'm feeling a bit overwhelmed with responsibilities. I'm learning to set better boundaries. Need to prioritize better.,0,2024-08-12 06:33:46
Everything is falling apart and I can't handle it anymore. I've been having vivid thoughts about death. I just want to disappear.,1,2024-10-23 06:15:09
I’ve been struggling to make sense of my feelings. I don’t want to worry anyone.,1,2025-04-25 17:07:21
I’ve been struggling to make sense of my feelings. I’m not sure if I need help or not.,0,2024-08-30 07:16:38
I had trouble sleeping last night. I'm trying to maintain a routine to stay grounded. Going to try meditation tonight.,0,2024-10-20 12:10:33
There’s a heaviness I can’t explain. I’m not sure if I need help or not.,0,2025-03-21 13:53:09
My mood has been up and down. I've been journaling to process my feelings. I'm trying to identify my triggers.,0,2025-04-29 04:19:01
"The voices won't stop telling me to hurt myself. I can't sleep, I can't eat, I can't function. I'm afraid I might listen to them.",1,2025-01-25 08:07:26
There’s a heaviness I can’t explain. I wish I knew what to do.,1,2025-04-29 06:34:50
I've written my goodbye note. I've been having vivid thoughts about death. I'm just waiting for the right moment.,1,2025-05-22 02:19:36
I had an anxiety attack yesterday. My friends have been supportive. Breathing exercises helped me through it.,0,2025-03-25 11:06:52
"I feel like I’m on autopilot. I hope it gets better, but I’m not sure.",1,2025-04-06 04:57:23
I've written my goodbye note. I've tried medication but nothing helps. I'm just waiting for the right moment.,1,2024-12-19 04:56:47
I feel completely hopeless. The darkness is consuming me completely. I just want the pain to stop.,1,2024-09-08 02:39:24
I'm feeling a bit overwhelmed with responsibilities. I'm learning to set better boundaries. Need to prioritize better.,0,2025-07-01 06:49:51
I can’t tell if I’m just tired or something more. But I’m still trying to keep it together.,1,2025-07-23 21:16:19
I've written my goodbye note. I don't see any future for myself. I'm just waiting for the right moment.,1,2024-09-25 02:09:53
I’ve been struggling to make sense of my feelings. I’m not sure if I need help or not.,1,2025-01-07 03:09:16
I feel like I’m on autopilot. I’m not sure if I need help or not.,0,2025-07-26 06:44:00
I've written my goodbye note. I've tried medication but nothing helps. I'm just waiting for the right moment.,1,2025-04-14 19:10:28
I had trouble sleeping last night. I know I need to improve my sleep habits. Going to try meditation tonight.,0,2024-11-29 14:28:11
Sometimes I feel like no one understands me. I'm practicing self-care when I can. But I know that's not really true.,0,2025-08-01 08:44:35
The voices won't stop telling me to hurt myself. I'm completely alone in this world. I'm afraid I might listen to them.,1,2025-03-28 04:53:41
I've been feeling a bit down lately. I'm trying to maintain a routine to stay grounded. But I'm trying to stay positive.,0,2024-09-08 17:54:10
I feel completely hopeless. I've tried medication but nothing helps. I just want the pain to stop.,1,2025-07-01 23:29:46
I've been feeling unmotivated lately. I've been exercising more to help with my mood. Looking for ways to get my energy back.,0,2025-02-24 19:04:52
I hate myself so much. I feel like I'm drowning and can't breathe. I don't deserve to live.,1,2025-06-26 06:13:33
I've been thinking about ending it all. My family would be better off without me. No one would miss me anyway.,1,2024-09-28 00:32:45
"Lately I’ve been feeling lost. I’m doing what I can, even if it’s not much. I'm not sure what to make of it.",1,2024-09-19 11:26:18
"Sometimes things feel okay, sometimes they don’t. I hope it gets better, but I’m not sure.",1,2025-05-21 03:39:33
I'm worried about my upcoming exam. I'm trying to maintain a routine to stay grounded. I'm studying hard but still feel nervous.,0,2025-07-10 12:16:11
"Sometimes things feel okay, sometimes they don’t. It’s hard to focus on anything.",1,2025-04-24 18:19:44
I had trouble sleeping last night. I've been more open with my family about my feelings. Going to try meditation tonight.,0,2024-10-25 22:57:43
"Some days I feel like giving up, other days I feel hopeful. But I’m still trying to keep it together.",0,2024-09-13 18:42:00
"Some days I feel like giving up, other days I feel hopeful. I feel like I’m stuck in a loop.",0,2025-01-09 03:37:03
I had trouble sleeping last night. My friends have been supportive. Going to try meditation tonight.,0,2024-10-31 21:12:49
I had an anxiety attack yesterday. I'm trying new hobbies to distract myself positively. Breathing exercises helped me through it.,0,2024-10-27 15:41:35
Work has been stressful this week. I'm trying new hobbies to distract myself positively. I need to find better coping mechanisms.,0,2024-10-29 06:26:43
I'm feeling a bit overwhelmed with responsibilities. I'm learning to set better boundaries. Need to prioritize better.,0,2024-08-10 03:39:18
I had an anxiety attack yesterday. My friends have been supportive. Breathing exercises helped me through it.,0,2025-04-23 12:24:11
"Sometimes things feel okay, sometimes they don’t. I wish I knew what to do.",1,2025-02-17 18:02:36
I've been thinking about ending it all. I've been having vivid thoughts about death. No one would miss me anyway.,1,2024-11-11 16:01:44
I hate myself so much. No one understands what I'm going through. I don't deserve to live.,1,2025-03-12 22:08:45
I had trouble sleeping last night. I know I need to improve my sleep habits. Going to try meditation tonight.,0,2025-07-08 07:17:04
I've been planning how to kill myself. I've been having vivid thoughts about death. I don't see any other way out.,1,2024-10-07 16:29:52
"Sometimes things feel okay, sometimes they don’t. I wish I knew what to do.",0,2024-12-21 23:03:29
I've been feeling a bit down lately. I'm working on challenging negative thoughts. But I'm trying to stay positive.,0,2024-10-15 22:54:26
There’s a heaviness I can’t explain. I’m not sure if I need help or not.,1,2024-08-11 19:38:20
I hate myself so much. I'm completely alone in this world. I don't deserve to live.,1,2025-01-25 02:08:15
I had trouble sleeping last night. I've been reading self-help books that give me perspective. Going to try meditation tonight.,0,2024-10-13 20:54:55
"I can’t tell if I’m just tired or something more. I’m doing what I can, even if it’s not much.",0,2024-12-29 05:00:36
Work has been stressful this week. I've been reading self-help books that give me perspective. I need to find better coping mechanisms.,0,2025-06-15 11:02:54
I'm a burden to everyone around me. I'm exhausted from pretending to be okay. They'd be better off without me.,1,2024-12-08 22:56:24
I’ve been struggling to make sense of my feelings. I haven’t talked to anyone about it yet.,1,2025-02-22 20:39:17
I had trouble sleeping last night. I'm working on challenging negative thoughts. Going to try meditation tonight.,0,2024-08-23 23:04:38
I've written my goodbye note. I'm completely alone in this world. I'm just waiting for the right moment.,1,2025-03-22 07:45:54
I had an anxiety attack yesterday. I'm focusing on small victories each day. Breathing exercises helped me through it.,0,2025-04-01 17:30:16
There’s a heaviness I can’t explain. I haven’t talked to anyone about it yet.,1,2025-05-12 04:35:52
I had an anxiety attack yesterday. I'm practicing self-care when I can. Breathing exercises helped me through it.,0,2024-11-25 18:33:07
The voices won't stop telling me to hurt myself. I've tried medication but nothing helps. I'm afraid I might listen to them.,1,2025-02-09 11:01:52
I feel like I’m on autopilot. But I’m still trying to keep it together.,1,2025-03-16 03:08:30
I feel completely hopeless. I've been having vivid thoughts about death. I just want the pain to stop.,1,2024-10-12 23:27:25
Lately I’ve been feeling lost. I don’t want to worry anyone. I'm not sure what to make of it.,1,2024-11-19 08:18:56
"Some days I feel like giving up, other days I feel hopeful. I don’t want to worry anyone.",1,2025-04-12 12:02:28
My mood has been up and down. I've been more open with my family about my feelings. I'm trying to identify my triggers.,0,2025-01-28 12:09:56
Sometimes I feel like no one understands me. I'm trying to be kinder to myself during this time. But I know that's not really true.,0,2025-03-26 20:50:43
I’ve been isolating myself lately. I’m not sure if I need help or not. It’s just easier.,1,2025-06-23 04:52:53
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I've never felt this empty and hollow before.,1,2024-11-16 13:09:31
My friend and I had an argument. I've been reading self-help books that give me perspective. I hope we can work things out.,0,2024-08-05 00:23:00
I'm feeling a bit overwhelmed with responsibilities. My friends have been supportive. Need to prioritize better.,0,2025-01-01 02:07:46
I hate myself so much. I'm exhausted from pretending to be okay. I don't deserve to live.,1,2025-06-06 22:46:10
I've been planning how to kill myself. My depression has never been this bad before. I don't see any other way out.,1,2025-04-16 01:33:32
I had an anxiety attack yesterday. My friends have been supportive. Breathing exercises helped me through it.,0,2024-10-19 17:46:57
Everything is falling apart and I can't handle it anymore. I've been having vivid thoughts about death. I just want to disappear.,1,2025-04-24 05:34:07
I've been planning how to kill myself. My family would be better off without me. I don't see any other way out.,1,2025-07-30 22:02:17
My mood has been up and down. I've been exercising more to help with my mood. I'm trying to identify my triggers.,0,2025-07-20 23:53:38
I've been planning how to kill myself. The darkness is consuming me completely. I don't see any other way out.,1,2025-02-21 22:14:04
I've been feeling a bit down lately. I'm learning to set better boundaries. But I'm trying to stay positive.,0,2025-06-09 14:28:12
My friend and I had an argument. I've been journaling to process my feelings. I hope we can work things out.,0,2025-04-16 18:40:13
"Some days I feel like giving up, other days I feel hopeful. Maybe I just need some rest.",1,2025-05-30 21:19:03
I had an anxiety attack yesterday. I'm focusing on small victories each day. Breathing exercises helped me through it.,0,2025-04-28 11:10:30
I've been feeling a bit down lately. I'm trying to be kinder to myself during this time. But I'm trying to stay positive.,0,2025-06-09 15:32:20
I've been feeling unmotivated lately. I've been journaling to process my feelings. Looking for ways to get my energy back.,0,2025-04-19 19:34:53
I’ve been struggling to make sense of my feelings. I wish I knew what to do.,1,2024-10-27 01:41:01
I’ve been struggling to make sense of my feelings. It’s hard to focus on anything.,0,2025-06-13 11:58:36
I can’t tell if I’m just tired or something more. It’s hard to focus on anything.,0,2025-05-23 01:03:18
I've been thinking about ending it all. I've been stockpiling pills just in case. No one would miss me anyway.,1,2025-01-21 11:34:10
I’ve been isolating myself lately. I feel like I’m stuck in a loop. It’s just easier.,0,2025-05-04 11:35:50
"I’ve been isolating myself lately. I’m doing what I can, even if it’s not much. It’s just easier.",1,2025-05-08 09:41:56
"I don’t know if this is normal or not. I hope it gets better, but I’m not sure.",1,2024-12-18 08:37:57
I had an anxiety attack yesterday. I'm working on challenging negative thoughts. Breathing exercises helped me through it.,0,2024-12-17 00:42:20
I’ve been isolating myself lately. I don’t want to worry anyone. It’s just easier.,1,2024-12-07 19:01:23
I hate myself so much. I've been feeling this way for months now. I don't deserve to live.,1,2024-12-18 14:48:47
The voices won't stop telling me to hurt myself. I've been stockpiling pills just in case. I'm afraid I might listen to them.,1,2025-04-04 23:19:21
I've been planning how to kill myself. I've never felt this empty and hollow before. I don't see any other way out.,1,2024-10-10 18:10:39
Work has been stressful this week. I've been reading self-help books that give me perspective. I need to find better coping mechanisms.,0,2025-05-16 13:40:54
"Sometimes things feel okay, sometimes they don’t. I’m not sure if I need help or not.",0,2024-08-27 10:15:58
I'm feeling a bit overwhelmed with responsibilities. I'm practicing self-care when I can. Need to prioritize better.,0,2024-11-08 10:36:07
I've been planning how to kill myself. The darkness is consuming me completely. I don't see any other way out.,1,2024-11-02 22:43:21
I've been feeling a bit down lately. I've been reading self-help books that give me perspective. But I'm trying to stay positive.,0,2024-12-16 17:48:32
I feel like I’m on autopilot. I wish I knew what to do.,1,2025-05-01 12:11:56
I've been feeling a bit down lately. I'm considering talking to a therapist about it. But I'm trying to stay positive.,0,2025-06-30 20:28:59
I'm worried about my upcoming exam. I'm learning to set better boundaries. I'm studying hard but still feel nervous.,0,2025-02-23 19:18:47
I've written my goodbye note. I've tried medication but nothing helps. I'm just waiting for the right moment.,1,2025-06-19 01:58:16
I've been feeling a bit down lately. I've been more open with my family about my feelings. But I'm trying to stay positive.,0,2025-05-20 13:36:06
I've been planning how to kill myself. My family would be better off without me. I don't see any other way out.,1,2025-07-28 20:12:49
I had trouble sleeping last night. I'm working on challenging negative thoughts. Going to try meditation tonight.,0,2024-09-16 05:08:41
I had trouble sleeping last night. I've been reading self-help books that give me perspective. Going to try meditation tonight.,0,2025-01-15 18:34:42
My friend and I had an argument. My friends have been supportive. I hope we can work things out.,0,2025-01-14 02:53:47
"I've been thinking about ending it all. I can't sleep, I can't eat, I can't function. No one would miss me anyway.",1,2025-06-04 19:29:25
I feel completely hopeless. I've been feeling this way for months now. I just want the pain to stop.,1,2024-12-13 04:41:15
I'm feeling a bit overwhelmed with responsibilities. I'm trying to maintain a routine to stay grounded. Need to prioritize better.,0,2024-09-26 13:59:47
I'm feeling a bit overwhelmed with responsibilities. I'm considering talking to a therapist about it. Need to prioritize better.,0,2024-12-08 04:47:55
I feel completely hopeless. I don't see any future for myself. I just want the pain to stop.,1,2024-09-14 19:38:08
I can’t tell if I’m just tired or something more. I haven’t talked to anyone about it yet.,1,2025-03-20 01:02:57
There’s a heaviness I can’t explain. I wish I knew what to do.,1,2025-04-06 13:59:11
I don’t know if this is normal or not. It’s hard to focus on anything.,1,2025-01-04 02:29:43
I've been feeling a bit down lately. I've been journaling to process my feelings. But I'm trying to stay positive.,0,2025-04-09 06:24:36
I had trouble sleeping last night. I've been exercising more to help with my mood. Going to try meditation tonight.,0,2025-03-18 20:02:42
Work has been stressful this week. I've been exercising more to help with my mood. I need to find better coping mechanisms.,0,2024-12-11 22:37:06
"I’ve been isolating myself lately. I’m doing what I can, even if it’s not much. It’s just easier.",1,2025-05-07 15:53:34
I'm worried about my upcoming exam. I'm trying to maintain a routine to stay grounded. I'm studying hard but still feel nervous.,0,2025-07-15 07:32:42
Lately I’ve been feeling lost. Maybe I just need some rest. I'm not sure what to make of it.,1,2025-06-22 11:56:05
I'm worried about my upcoming exam. I've been journaling to process my feelings. I'm studying hard but still feel nervous.,0,2025-04-14 23:13:46
I keep overthinking everything. I haven’t talked to anyone about it yet. It’s exhausting.,1,2024-08-21 11:03:22
My mood has been up and down. I'm practicing self-care when I can. I'm trying to identify my triggers.,0,2025-02-09 13:38:11
I feel like I’m on autopilot. I haven’t talked to anyone about it yet.,0,2025-07-27 06:43:47
I feel completely hopeless. I don't see any future for myself. I just want the pain to stop.,1,2024-11-18 00:02:16
I feel like I’m on autopilot. I haven’t talked to anyone about it yet.,0,2025-05-19 06:13:01
I keep overthinking everything. I’m not sure if I need help or not. It’s exhausting.,0,2025-06-19 12:17:01
I've been feeling a bit down lately. I've been exercising more to help with my mood. But I'm trying to stay positive.,0,2025-06-17 03:19:24
There’s a heaviness I can’t explain. But I’m still trying to keep it together.,1,2025-06-04 23:42:22
Sometimes I feel like no one understands me. I'm working on challenging negative thoughts. But I know that's not really true.,0,2025-02-26 02:48:56
I don’t know if this is normal or not. I’m not sure if I need help or not.,0,2025-02-09 05:48:46
I'm worried about my upcoming exam. I'm working on challenging negative thoughts. I'm studying hard but still feel nervous.,0,2025-05-19 12:06:24
I've been thinking about ending it all. I've tried medication but nothing helps. No one would miss me anyway.,1,2025-04-12 20:59:55
The voices won't stop telling me to hurt myself. I've been stockpiling pills just in case. I'm afraid I might listen to them.,1,2024-10-16 11:43:31
I've been thinking about ending it all. The darkness is consuming me completely. No one would miss me anyway.,1,2025-04-06 10:04:38
I've been planning how to kill myself. I've tried medication but nothing helps. I don't see any other way out.,1,2025-01-29 18:31:39
The voices won't stop telling me to hurt myself. The darkness is consuming me completely. I'm afraid I might listen to them.,1,2025-04-05 23:06:46
I don’t know if this is normal or not. I feel like I’m stuck in a loop.,0,2025-05-19 23:40:21
I've written my goodbye note. I've been having vivid thoughts about death. I'm just waiting for the right moment.,1,2025-01-03 02:53:59
There’s a heaviness I can’t explain. But I’m still trying to keep it together.,1,2025-04-26 18:50:40
Lately I’ve been feeling lost. I feel like I’m stuck in a loop. I'm not sure what to make of it.,0,2025-06-08 21:04:49
I can’t tell if I’m just tired or something more. Maybe I just need some rest.,1,2025-08-04 16:39:36
I’ve been isolating myself lately. I’m not sure if I need help or not. It’s just easier.,0,2025-08-03 09:56:05
"Some days I feel like giving up, other days I feel hopeful. I’m doing what I can, even if it’s not much.",0,2025-05-24 03:08:46
Sometimes I feel like no one understands me. I've been reading self-help books that give me perspective. But I know that's not really true.,0,2024-11-18 12:10:09
Sometimes I feel like no one understands me. I know this is temporary and will pass. But I know that's not really true.,0,2025-01-19 02:19:24
I've been planning how to kill myself. The darkness is consuming me completely. I don't see any other way out.,1,2025-03-29 16:52:27
"The voices won't stop telling me to hurt myself. I can't sleep, I can't eat, I can't function. I'm afraid I might listen to them.",1,2025-03-27 14:25:23
My mood has been up and down. I've been journaling to process my feelings. I'm trying to identify my triggers.,0,2025-05-24 10:55:01
I can’t tell if I’m just tired or something more. But I’m still trying to keep it together.,0,2025-06-10 14:14:05
I don’t know if this is normal or not. Maybe I just need some rest.,1,2025-05-19 20:03:13
I keep overthinking everything. I’m not sure if I need help or not. It’s exhausting.,0,2024-11-03 18:20:52
"I don’t know if this is normal or not. I hope it gets better, but I’m not sure.",1,2024-12-24 00:44:36
I've been cutting myself again. I've lost my job and have no purpose anymore. The physical pain distracts from the emotional torture.,1,2024-12-15 00:32:04
I had trouble sleeping last night. My friends have been supportive. Going to try meditation tonight.,0,2025-03-02 08:46:45
Sometimes I feel like no one understands me. My friends have been supportive. But I know that's not really true.,0,2025-01-21 14:28:09
I’ve been isolating myself lately. I feel like I’m stuck in a loop. It’s just easier.,1,2025-07-04 13:34:45
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. No one understands what I'm going through.,1,2025-05-20 20:49:10
