text,label,timestamp,cleaned_text
I've been feeling unmotivated lately. I'm trying to maintain a routine to stay grounded. Looking for ways to get my energy back.,0,2024-12-05 00:14:10,ive feeling unmotivated lately im trying maintain routine stay grounded looking way get energy back
My friend and I had an argument. I'm trying to be kinder to myself during this time. I hope we can work things out.,0,2025-06-25 20:45:02,friend argument im trying kinder time hope work thing
Lately I’ve been feeling lost. I wish I knew what to do. I'm not sure what to make of it.,1,2025-03-19 18:29:54,lately ive feeling lost wish knew im sure make
"Sometimes things feel okay, sometimes they don’t. I don’t want to worry anyone.",0,2024-12-06 06:19:46,sometimes thing feel okay sometimes dont dont want worry anyone
I'm worried about my upcoming exam. I'm trying to maintain a routine to stay grounded. I'm studying hard but still feel nervous.,0,2025-01-13 11:15:17,im worried upcoming exam im trying maintain routine stay grounded im studying hard still feel nervous
I’ve been isolating myself lately. Maybe I just need some rest. It’s just easier.,0,2024-11-06 02:24:57,ive isolating lately maybe need rest easier
Sometimes I feel like no one understands me. I'm trying to be kinder to myself during this time. But I know that's not really true.,0,2024-08-14 15:45:21,sometimes feel like one understands im trying kinder time know thats really true
Sometimes I feel like no one understands me. I've been journaling to process my feelings. But I know that's not really true.,0,2024-11-16 21:29:27,sometimes feel like one understands ive journaling process feeling know thats really true
I'm worried about my upcoming exam. I'm focusing on small victories each day. I'm studying hard but still feel nervous.,0,2024-11-19 00:53:40,im worried upcoming exam im focusing small victory day im studying hard still feel nervous
My friend and I had an argument. I know I need to improve my sleep habits. I hope we can work things out.,0,2025-03-10 15:05:47,friend argument know need improve sleep habit hope work thing
Sometimes I feel like no one understands me. I'm trying to maintain a routine to stay grounded. But I know that's not really true.,0,2024-09-22 07:56:39,sometimes feel like one understands im trying maintain routine stay grounded know thats really true
I'm worried about my upcoming exam. I'm focusing on small victories each day. I'm studying hard but still feel nervous.,0,2025-06-28 13:16:25,im worried upcoming exam im focusing small victory day im studying hard still feel nervous
I've been feeling a bit down lately. I'm practicing self-care when I can. But I'm trying to stay positive.,0,2024-08-28 20:08:47,ive feeling bit lately im practicing selfcare im trying stay positive
My friend and I had an argument. I'm focusing on small victories each day. I hope we can work things out.,0,2025-05-18 22:43:19,friend argument im focusing small victory day hope work thing
I feel completely hopeless. I feel like I'm drowning and can't breathe. I just want the pain to stop.,1,2025-03-14 12:43:10,feel completely hopeless feel like im drowning cant breathe want pain stop
"Sometimes things feel okay, sometimes they don’t. It’s hard to focus on anything.",1,2024-11-30 03:02:46,sometimes thing feel okay sometimes dont hard focus anything
I've been thinking about ending it all. I've been stockpiling pills just in case. No one would miss me anyway.,1,2025-07-16 03:51:32,ive thinking ending ive stockpiling pill case one would miss anyway
I'm worried about my upcoming exam. I've been reading self-help books that give me perspective. I'm studying hard but still feel nervous.,0,2025-06-30 20:27:33,im worried upcoming exam ive reading selfhelp book give perspective im studying hard still feel nervous
I've been cutting myself again. I'm exhausted from pretending to be okay. The physical pain distracts from the emotional torture.,1,2025-01-17 10:33:25,ive cutting im exhausted pretending okay physical pain distracts emotional torture
I feel like I’m on autopilot. I wish I knew what to do.,0,2025-01-31 17:46:05,feel like im autopilot wish knew
"I keep overthinking everything. I’m doing what I can, even if it’s not much. It’s exhausting.",1,2024-08-23 02:31:09,keep overthinking everything im even much exhausting
My mood has been up and down. I've been journaling to process my feelings. I'm trying to identify my triggers.,0,2024-12-09 14:34:06,mood ive journaling process feeling im trying identify trigger
I’ve been isolating myself lately. But I’m still trying to keep it together. It’s just easier.,1,2024-08-30 15:11:13,ive isolating lately im still trying keep together easier
I've been feeling a bit down lately. I'm focusing on small victories each day. But I'm trying to stay positive.,0,2024-12-02 01:43:18,ive feeling bit lately im focusing small victory day im trying stay positive
I'm a burden to everyone around me. No one understands what I'm going through. They'd be better off without me.,1,2024-08-14 15:02:20,im burden everyone around one understands im going theyd better without
I'm a burden to everyone around me. I'm exhausted from pretending to be okay. They'd be better off without me.,1,2024-11-06 19:03:59,im burden everyone around im exhausted pretending okay theyd better without
Work has been stressful this week. I know this is temporary and will pass. I need to find better coping mechanisms.,0,2025-07-09 20:20:32,work stressful week know temporary pas need find better coping mechanism
Lately I’ve been feeling lost. I feel like I’m stuck in a loop. I'm not sure what to make of it.,1,2025-03-17 02:10:06,lately ive feeling lost feel like im stuck loop im sure make
I had an anxiety attack yesterday. I know this is temporary and will pass. Breathing exercises helped me through it.,0,2024-12-25 22:29:41,anxiety attack yesterday know temporary pas breathing exercise helped
I can’t tell if I’m just tired or something more. But I’m still trying to keep it together.,1,2025-06-22 09:47:58,cant tell im tired something im still trying keep together
I feel like I’m on autopilot. I wish I knew what to do.,1,2025-01-08 15:24:06,feel like im autopilot wish knew
I'm worried about my upcoming exam. I'm focusing on small victories each day. I'm studying hard but still feel nervous.,0,2024-12-28 23:05:18,im worried upcoming exam im focusing small victory day im studying hard still feel nervous
I had trouble sleeping last night. I'm trying to maintain a routine to stay grounded. Going to try meditation tonight.,0,2025-05-17 08:12:28,trouble sleeping last night im trying maintain routine stay grounded going try meditation tonight
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I feel like I'm drowning and can't breathe.,1,2024-12-01 11:47:02,cant take anymore everything feel pointless dont see reason continue feel like im drowning cant breathe
I don’t know if this is normal or not. But I’m still trying to keep it together.,1,2024-12-24 18:30:15,dont know normal im still trying keep together
"Some days I feel like giving up, other days I feel hopeful. I’m doing what I can, even if it’s not much.",1,2024-10-20 00:21:20,day feel like giving day feel hopeful im even much
My mood has been up and down. I'm trying new hobbies to distract myself positively. I'm trying to identify my triggers.,0,2024-09-28 08:40:42,mood im trying new hobby distract positively im trying identify trigger
I've been feeling unmotivated lately. I've been exercising more to help with my mood. Looking for ways to get my energy back.,0,2025-04-30 15:03:29,ive feeling unmotivated lately ive exercising help mood looking way get energy back
I've been thinking about ending it all. I've been feeling this way for months now. No one would miss me anyway.,1,2025-08-01 15:00:39,ive thinking ending ive feeling way month one would miss anyway
I'm a burden to everyone around me. I've lost my job and have no purpose anymore. They'd be better off without me.,1,2024-08-08 20:54:19,im burden everyone around ive lost job purpose anymore theyd better without
My mood has been up and down. I've been more open with my family about my feelings. I'm trying to identify my triggers.,0,2025-06-03 16:43:40,mood ive open family feeling im trying identify trigger
Work has been stressful this week. I've been reading self-help books that give me perspective. I need to find better coping mechanisms.,0,2024-11-25 12:10:44,work stressful week ive reading selfhelp book give perspective need find better coping mechanism
I can’t tell if I’m just tired or something more. But I’m still trying to keep it together.,1,2024-12-24 05:48:37,cant tell im tired something im still trying keep together
I've been planning how to kill myself. I'm completely alone in this world. I don't see any other way out.,1,2025-04-07 01:14:18,ive planning kill im completely alone world dont see way
I had trouble sleeping last night. I've been reading self-help books that give me perspective. Going to try meditation tonight.,0,2024-12-25 11:29:06,trouble sleeping last night ive reading selfhelp book give perspective going try meditation tonight
I feel completely hopeless. I've been feeling this way for months now. I just want the pain to stop.,1,2024-09-10 15:00:08,feel completely hopeless ive feeling way month want pain stop
I feel completely hopeless. I don't see any future for myself. I just want the pain to stop.,1,2025-05-03 21:15:57,feel completely hopeless dont see future want pain stop
I can’t tell if I’m just tired or something more. I don’t want to worry anyone.,0,2025-07-30 11:18:48,cant tell im tired something dont want worry anyone
I can’t tell if I’m just tired or something more. I feel like I’m stuck in a loop.,0,2025-02-18 01:45:15,cant tell im tired something feel like im stuck loop
I can’t tell if I’m just tired or something more. I wish I knew what to do.,0,2024-10-02 06:53:43,cant tell im tired something wish knew
"Some days I feel like giving up, other days I feel hopeful. Maybe I just need some rest.",1,2024-08-16 13:11:52,day feel like giving day feel hopeful maybe need rest
"Sometimes things feel okay, sometimes they don’t. I hope it gets better, but I’m not sure.",0,2025-06-25 16:50:50,sometimes thing feel okay sometimes dont hope get better im sure
"Some days I feel like giving up, other days I feel hopeful. I’m doing what I can, even if it’s not much.",1,2024-09-12 07:37:02,day feel like giving day feel hopeful im even much
Sometimes I feel like no one understands me. I've been journaling to process my feelings. But I know that's not really true.,0,2024-10-24 19:21:43,sometimes feel like one understands ive journaling process feeling know thats really true
I hate myself so much. I don't see any future for myself. I don't deserve to live.,1,2025-06-01 02:35:03,hate much dont see future dont deserve live
My mood has been up and down. I've been more open with my family about my feelings. I'm trying to identify my triggers.,0,2025-06-02 04:57:03,mood ive open family feeling im trying identify trigger
I'm a burden to everyone around me. My depression has never been this bad before. They'd be better off without me.,1,2025-07-31 05:14:56,im burden everyone around depression never bad theyd better without
"I've been planning how to kill myself. I can't sleep, I can't eat, I can't function. I don't see any other way out.",1,2024-09-19 15:34:15,ive planning kill cant sleep cant eat cant function dont see way
I'm worried about my upcoming exam. I've been more open with my family about my feelings. I'm studying hard but still feel nervous.,0,2024-10-21 18:49:56,im worried upcoming exam ive open family feeling im studying hard still feel nervous
I’ve been struggling to make sense of my feelings. Maybe I just need some rest.,0,2024-11-13 01:22:33,ive struggling make sense feeling maybe need rest
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I've lost my job and have no purpose anymore.,1,2024-09-13 19:59:58,cant take anymore everything feel pointless dont see reason continue ive lost job purpose anymore
I keep overthinking everything. I haven’t talked to anyone about it yet. It’s exhausting.,1,2025-03-18 06:01:30,keep overthinking everything havent talked anyone yet exhausting
I had an anxiety attack yesterday. I've been exercising more to help with my mood. Breathing exercises helped me through it.,0,2025-05-29 10:10:22,anxiety attack yesterday ive exercising help mood breathing exercise helped
I’ve been isolating myself lately. I wish I knew what to do. It’s just easier.,1,2024-08-31 14:40:13,ive isolating lately wish knew easier
I hate myself so much. I've tried medication but nothing helps. I don't deserve to live.,1,2024-09-20 21:06:09,hate much ive tried medication nothing help dont deserve live
I hate myself so much. I've been having vivid thoughts about death. I don't deserve to live.,1,2024-08-29 07:22:18,hate much ive vivid thought death dont deserve live
I feel like I’m on autopilot. I feel like I’m stuck in a loop.,0,2024-10-06 06:07:48,feel like im autopilot feel like im stuck loop
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. No one understands what I'm going through.,1,2025-03-02 14:18:59,cant take anymore everything feel pointless dont see reason continue one understands im going
I've been cutting myself again. I'm completely alone in this world. The physical pain distracts from the emotional torture.,1,2024-09-14 01:00:23,ive cutting im completely alone world physical pain distracts emotional torture
I'm a burden to everyone around me. My family would be better off without me. They'd be better off without me.,1,2025-04-14 05:11:58,im burden everyone around family would better without theyd better without
I've written my goodbye note. I don't see any future for myself. I'm just waiting for the right moment.,1,2025-03-02 17:56:59,ive written goodbye note dont see future im waiting right moment
"Some days I feel like giving up, other days I feel hopeful. I haven’t talked to anyone about it yet.",1,2024-09-15 00:58:28,day feel like giving day feel hopeful havent talked anyone yet
"There’s a heaviness I can’t explain. I hope it gets better, but I’m not sure.",1,2025-01-31 03:06:25,there heaviness cant explain hope get better im sure
Work has been stressful this week. I'm learning to set better boundaries. I need to find better coping mechanisms.,0,2024-10-26 15:42:20,work stressful week im learning set better boundary need find better coping mechanism
I’ve been isolating myself lately. I’m not sure if I need help or not. It’s just easier.,1,2025-03-08 08:25:49,ive isolating lately im sure need help easier
I had an anxiety attack yesterday. I've been more open with my family about my feelings. Breathing exercises helped me through it.,0,2024-10-12 23:34:10,anxiety attack yesterday ive open family feeling breathing exercise helped
I keep overthinking everything. I haven’t talked to anyone about it yet. It’s exhausting.,0,2024-11-30 05:30:30,keep overthinking everything havent talked anyone yet exhausting
I keep overthinking everything. I feel like I’m stuck in a loop. It’s exhausting.,0,2025-03-12 05:16:35,keep overthinking everything feel like im stuck loop exhausting
My mood has been up and down. I know this is temporary and will pass. I'm trying to identify my triggers.,0,2025-04-15 01:18:35,mood know temporary pas im trying identify trigger
My mood has been up and down. I'm trying new hobbies to distract myself positively. I'm trying to identify my triggers.,0,2025-05-21 22:31:05,mood im trying new hobby distract positively im trying identify trigger
I'm feeling a bit overwhelmed with responsibilities. I'm learning to set better boundaries. Need to prioritize better.,0,2024-08-12 06:33:46,im feeling bit overwhelmed responsibility im learning set better boundary need prioritize better
Everything is falling apart and I can't handle it anymore. I've been having vivid thoughts about death. I just want to disappear.,1,2024-10-23 06:15:09,everything falling apart cant handle anymore ive vivid thought death want disappear
I’ve been struggling to make sense of my feelings. I don’t want to worry anyone.,1,2025-04-25 17:07:21,ive struggling make sense feeling dont want worry anyone
I’ve been struggling to make sense of my feelings. I’m not sure if I need help or not.,0,2024-08-30 07:16:38,ive struggling make sense feeling im sure need help
I had trouble sleeping last night. I'm trying to maintain a routine to stay grounded. Going to try meditation tonight.,0,2024-10-20 12:10:33,trouble sleeping last night im trying maintain routine stay grounded going try meditation tonight
There’s a heaviness I can’t explain. I’m not sure if I need help or not.,0,2025-03-21 13:53:09,there heaviness cant explain im sure need help
My mood has been up and down. I've been journaling to process my feelings. I'm trying to identify my triggers.,0,2025-04-29 04:19:01,mood ive journaling process feeling im trying identify trigger
"The voices won't stop telling me to hurt myself. I can't sleep, I can't eat, I can't function. I'm afraid I might listen to them.",1,2025-01-25 08:07:26,voice wont stop telling hurt cant sleep cant eat cant function im afraid might listen
There’s a heaviness I can’t explain. I wish I knew what to do.,1,2025-04-29 06:34:50,there heaviness cant explain wish knew
I've written my goodbye note. I've been having vivid thoughts about death. I'm just waiting for the right moment.,1,2025-05-22 02:19:36,ive written goodbye note ive vivid thought death im waiting right moment
I had an anxiety attack yesterday. My friends have been supportive. Breathing exercises helped me through it.,0,2025-03-25 11:06:52,anxiety attack yesterday friend supportive breathing exercise helped
"I feel like I’m on autopilot. I hope it gets better, but I’m not sure.",1,2025-04-06 04:57:23,feel like im autopilot hope get better im sure
I've written my goodbye note. I've tried medication but nothing helps. I'm just waiting for the right moment.,1,2024-12-19 04:56:47,ive written goodbye note ive tried medication nothing help im waiting right moment
I feel completely hopeless. The darkness is consuming me completely. I just want the pain to stop.,1,2024-09-08 02:39:24,feel completely hopeless darkness consuming completely want pain stop
I'm feeling a bit overwhelmed with responsibilities. I'm learning to set better boundaries. Need to prioritize better.,0,2025-07-01 06:49:51,im feeling bit overwhelmed responsibility im learning set better boundary need prioritize better
I can’t tell if I’m just tired or something more. But I’m still trying to keep it together.,1,2025-07-23 21:16:19,cant tell im tired something im still trying keep together
I've written my goodbye note. I don't see any future for myself. I'm just waiting for the right moment.,1,2024-09-25 02:09:53,ive written goodbye note dont see future im waiting right moment
I’ve been struggling to make sense of my feelings. I’m not sure if I need help or not.,1,2025-01-07 03:09:16,ive struggling make sense feeling im sure need help
I feel like I’m on autopilot. I’m not sure if I need help or not.,0,2025-07-26 06:44:00,feel like im autopilot im sure need help
I've written my goodbye note. I've tried medication but nothing helps. I'm just waiting for the right moment.,1,2025-04-14 19:10:28,ive written goodbye note ive tried medication nothing help im waiting right moment
I had trouble sleeping last night. I know I need to improve my sleep habits. Going to try meditation tonight.,0,2024-11-29 14:28:11,trouble sleeping last night know need improve sleep habit going try meditation tonight
Sometimes I feel like no one understands me. I'm practicing self-care when I can. But I know that's not really true.,0,2025-08-01 08:44:35,sometimes feel like one understands im practicing selfcare know thats really true
The voices won't stop telling me to hurt myself. I'm completely alone in this world. I'm afraid I might listen to them.,1,2025-03-28 04:53:41,voice wont stop telling hurt im completely alone world im afraid might listen
I've been feeling a bit down lately. I'm trying to maintain a routine to stay grounded. But I'm trying to stay positive.,0,2024-09-08 17:54:10,ive feeling bit lately im trying maintain routine stay grounded im trying stay positive
I feel completely hopeless. I've tried medication but nothing helps. I just want the pain to stop.,1,2025-07-01 23:29:46,feel completely hopeless ive tried medication nothing help want pain stop
I've been feeling unmotivated lately. I've been exercising more to help with my mood. Looking for ways to get my energy back.,0,2025-02-24 19:04:52,ive feeling unmotivated lately ive exercising help mood looking way get energy back
I hate myself so much. I feel like I'm drowning and can't breathe. I don't deserve to live.,1,2025-06-26 06:13:33,hate much feel like im drowning cant breathe dont deserve live
I've been thinking about ending it all. My family would be better off without me. No one would miss me anyway.,1,2024-09-28 00:32:45,ive thinking ending family would better without one would miss anyway
"Lately I’ve been feeling lost. I’m doing what I can, even if it’s not much. I'm not sure what to make of it.",1,2024-09-19 11:26:18,lately ive feeling lost im even much im sure make
"Sometimes things feel okay, sometimes they don’t. I hope it gets better, but I’m not sure.",1,2025-05-21 03:39:33,sometimes thing feel okay sometimes dont hope get better im sure
I'm worried about my upcoming exam. I'm trying to maintain a routine to stay grounded. I'm studying hard but still feel nervous.,0,2025-07-10 12:16:11,im worried upcoming exam im trying maintain routine stay grounded im studying hard still feel nervous
"Sometimes things feel okay, sometimes they don’t. It’s hard to focus on anything.",1,2025-04-24 18:19:44,sometimes thing feel okay sometimes dont hard focus anything
I had trouble sleeping last night. I've been more open with my family about my feelings. Going to try meditation tonight.,0,2024-10-25 22:57:43,trouble sleeping last night ive open family feeling going try meditation tonight
"Some days I feel like giving up, other days I feel hopeful. But I’m still trying to keep it together.",0,2024-09-13 18:42:00,day feel like giving day feel hopeful im still trying keep together
"Some days I feel like giving up, other days I feel hopeful. I feel like I’m stuck in a loop.",0,2025-01-09 03:37:03,day feel like giving day feel hopeful feel like im stuck loop
I had trouble sleeping last night. My friends have been supportive. Going to try meditation tonight.,0,2024-10-31 21:12:49,trouble sleeping last night friend supportive going try meditation tonight
I had an anxiety attack yesterday. I'm trying new hobbies to distract myself positively. Breathing exercises helped me through it.,0,2024-10-27 15:41:35,anxiety attack yesterday im trying new hobby distract positively breathing exercise helped
Work has been stressful this week. I'm trying new hobbies to distract myself positively. I need to find better coping mechanisms.,0,2024-10-29 06:26:43,work stressful week im trying new hobby distract positively need find better coping mechanism
I'm feeling a bit overwhelmed with responsibilities. I'm learning to set better boundaries. Need to prioritize better.,0,2024-08-10 03:39:18,im feeling bit overwhelmed responsibility im learning set better boundary need prioritize better
I had an anxiety attack yesterday. My friends have been supportive. Breathing exercises helped me through it.,0,2025-04-23 12:24:11,anxiety attack yesterday friend supportive breathing exercise helped
"Sometimes things feel okay, sometimes they don’t. I wish I knew what to do.",1,2025-02-17 18:02:36,sometimes thing feel okay sometimes dont wish knew
I've been thinking about ending it all. I've been having vivid thoughts about death. No one would miss me anyway.,1,2024-11-11 16:01:44,ive thinking ending ive vivid thought death one would miss anyway
I hate myself so much. No one understands what I'm going through. I don't deserve to live.,1,2025-03-12 22:08:45,hate much one understands im going dont deserve live
I had trouble sleeping last night. I know I need to improve my sleep habits. Going to try meditation tonight.,0,2025-07-08 07:17:04,trouble sleeping last night know need improve sleep habit going try meditation tonight
I've been planning how to kill myself. I've been having vivid thoughts about death. I don't see any other way out.,1,2024-10-07 16:29:52,ive planning kill ive vivid thought death dont see way
"Sometimes things feel okay, sometimes they don’t. I wish I knew what to do.",0,2024-12-21 23:03:29,sometimes thing feel okay sometimes dont wish knew
I've been feeling a bit down lately. I'm working on challenging negative thoughts. But I'm trying to stay positive.,0,2024-10-15 22:54:26,ive feeling bit lately im working challenging negative thought im trying stay positive
There’s a heaviness I can’t explain. I’m not sure if I need help or not.,1,2024-08-11 19:38:20,there heaviness cant explain im sure need help
I hate myself so much. I'm completely alone in this world. I don't deserve to live.,1,2025-01-25 02:08:15,hate much im completely alone world dont deserve live
I had trouble sleeping last night. I've been reading self-help books that give me perspective. Going to try meditation tonight.,0,2024-10-13 20:54:55,trouble sleeping last night ive reading selfhelp book give perspective going try meditation tonight
"I can’t tell if I’m just tired or something more. I’m doing what I can, even if it’s not much.",0,2024-12-29 05:00:36,cant tell im tired something im even much
Work has been stressful this week. I've been reading self-help books that give me perspective. I need to find better coping mechanisms.,0,2025-06-15 11:02:54,work stressful week ive reading selfhelp book give perspective need find better coping mechanism
I'm a burden to everyone around me. I'm exhausted from pretending to be okay. They'd be better off without me.,1,2024-12-08 22:56:24,im burden everyone around im exhausted pretending okay theyd better without
I’ve been struggling to make sense of my feelings. I haven’t talked to anyone about it yet.,1,2025-02-22 20:39:17,ive struggling make sense feeling havent talked anyone yet
I had trouble sleeping last night. I'm working on challenging negative thoughts. Going to try meditation tonight.,0,2024-08-23 23:04:38,trouble sleeping last night im working challenging negative thought going try meditation tonight
I've written my goodbye note. I'm completely alone in this world. I'm just waiting for the right moment.,1,2025-03-22 07:45:54,ive written goodbye note im completely alone world im waiting right moment
I had an anxiety attack yesterday. I'm focusing on small victories each day. Breathing exercises helped me through it.,0,2025-04-01 17:30:16,anxiety attack yesterday im focusing small victory day breathing exercise helped
There’s a heaviness I can’t explain. I haven’t talked to anyone about it yet.,1,2025-05-12 04:35:52,there heaviness cant explain havent talked anyone yet
I had an anxiety attack yesterday. I'm practicing self-care when I can. Breathing exercises helped me through it.,0,2024-11-25 18:33:07,anxiety attack yesterday im practicing selfcare breathing exercise helped
The voices won't stop telling me to hurt myself. I've tried medication but nothing helps. I'm afraid I might listen to them.,1,2025-02-09 11:01:52,voice wont stop telling hurt ive tried medication nothing help im afraid might listen
I feel like I’m on autopilot. But I’m still trying to keep it together.,1,2025-03-16 03:08:30,feel like im autopilot im still trying keep together
I feel completely hopeless. I've been having vivid thoughts about death. I just want the pain to stop.,1,2024-10-12 23:27:25,feel completely hopeless ive vivid thought death want pain stop
Lately I’ve been feeling lost. I don’t want to worry anyone. I'm not sure what to make of it.,1,2024-11-19 08:18:56,lately ive feeling lost dont want worry anyone im sure make
"Some days I feel like giving up, other days I feel hopeful. I don’t want to worry anyone.",1,2025-04-12 12:02:28,day feel like giving day feel hopeful dont want worry anyone
My mood has been up and down. I've been more open with my family about my feelings. I'm trying to identify my triggers.,0,2025-01-28 12:09:56,mood ive open family feeling im trying identify trigger
Sometimes I feel like no one understands me. I'm trying to be kinder to myself during this time. But I know that's not really true.,0,2025-03-26 20:50:43,sometimes feel like one understands im trying kinder time know thats really true
I’ve been isolating myself lately. I’m not sure if I need help or not. It’s just easier.,1,2025-06-23 04:52:53,ive isolating lately im sure need help easier
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I've never felt this empty and hollow before.,1,2024-11-16 13:09:31,cant take anymore everything feel pointless dont see reason continue ive never felt empty hollow
My friend and I had an argument. I've been reading self-help books that give me perspective. I hope we can work things out.,0,2024-08-05 00:23:00,friend argument ive reading selfhelp book give perspective hope work thing
I'm feeling a bit overwhelmed with responsibilities. My friends have been supportive. Need to prioritize better.,0,2025-01-01 02:07:46,im feeling bit overwhelmed responsibility friend supportive need prioritize better
I hate myself so much. I'm exhausted from pretending to be okay. I don't deserve to live.,1,2025-06-06 22:46:10,hate much im exhausted pretending okay dont deserve live
I've been planning how to kill myself. My depression has never been this bad before. I don't see any other way out.,1,2025-04-16 01:33:32,ive planning kill depression never bad dont see way
I had an anxiety attack yesterday. My friends have been supportive. Breathing exercises helped me through it.,0,2024-10-19 17:46:57,anxiety attack yesterday friend supportive breathing exercise helped
Everything is falling apart and I can't handle it anymore. I've been having vivid thoughts about death. I just want to disappear.,1,2025-04-24 05:34:07,everything falling apart cant handle anymore ive vivid thought death want disappear
I've been planning how to kill myself. My family would be better off without me. I don't see any other way out.,1,2025-07-30 22:02:17,ive planning kill family would better without dont see way
My mood has been up and down. I've been exercising more to help with my mood. I'm trying to identify my triggers.,0,2025-07-20 23:53:38,mood ive exercising help mood im trying identify trigger
I've been planning how to kill myself. The darkness is consuming me completely. I don't see any other way out.,1,2025-02-21 22:14:04,ive planning kill darkness consuming completely dont see way
I've been feeling a bit down lately. I'm learning to set better boundaries. But I'm trying to stay positive.,0,2025-06-09 14:28:12,ive feeling bit lately im learning set better boundary im trying stay positive
My friend and I had an argument. I've been journaling to process my feelings. I hope we can work things out.,0,2025-04-16 18:40:13,friend argument ive journaling process feeling hope work thing
